
 generation best average standard 
 number value fitness deviation 
 maxFlow:29 

    1, 0.099252, 0.099252, 0.000000 
    2, 0.112963, 0.092130, 0.014070 
    3, 0.112963, 0.083828, 0.016349 
    4, 0.119741, 0.077642, 0.021657 
    5, 0.119741, 0.069738, 0.024512 
    6, 0.119741, 0.071097, 0.026318 
    7, 0.119741, 0.070566, 0.021385 
    8, 0.119741, 0.055673, 0.021538 
    9, 0.119741, 0.062202, 0.028385 
   10, 0.119741, 0.068091, 0.028528 
   11, 0.119801, 0.055652, 0.026282 
   12, 0.119801, 0.063226, 0.034498 
   13, 0.136283, 0.081961, 0.037135 
   14, 0.136283, 0.077717, 0.034198 
   15, 0.136283, 0.082744, 0.032930 
   16, 0.136283, 0.085511, 0.030186 
   17, 0.136283, 0.077066, 0.031228 
   18, 0.136283, 0.081548, 0.038376 
   19, 0.136283, 0.081869, 0.040418 
   20, 0.136283, 0.091699, 0.033887 
   21, 0.136283, 0.075127, 0.030426 
   22, 0.136283, 0.083211, 0.031903 
   23, 0.136283, 0.085565, 0.029125 
   24, 0.136283, 0.079013, 0.027724 
   25, 0.136283, 0.087836, 0.034780 
   26, 0.136283, 0.079742, 0.036283 
   27, 0.136283, 0.077509, 0.042247 
   28, 0.136283, 0.089390, 0.038762 
   29, 0.136283, 0.086177, 0.033853 
   30, 0.136283, 0.086387, 0.030420 
   31, 0.136283, 0.087178, 0.026639 
   32, 0.136283, 0.081258, 0.025918 
   33, 0.136283, 0.078562, 0.032787 
   34, 0.136283, 0.075462, 0.029417 
   35, 0.136283, 0.075909, 0.027763 
   36, 0.136283, 0.073340, 0.032737 
   37, 0.136283, 0.067197, 0.029869 
   38, 0.136283, 0.081591, 0.027623 
   39, 0.136283, 0.091845, 0.032435 
   40, 0.136283, 0.092097, 0.034983 
   41, 0.136283, 0.094599, 0.034348 
   42, 0.136283, 0.088390, 0.034838 
   43, 0.136283, 0.088279, 0.032717 
   44, 0.136283, 0.094544, 0.031109 
   45, 0.136283, 0.088897, 0.030847 
   46, 0.136283, 0.087433, 0.032597 
   47, 0.136283, 0.087650, 0.033748 
   48, 0.136283, 0.087454, 0.036531 
   49, 0.136283, 0.081157, 0.035495 
   50, 0.136283, 0.094587, 0.037609 
   51, 0.136283, 0.096946, 0.036428 
   52, 0.136283, 0.094996, 0.032342 
   53, 0.136283, 0.100569, 0.032299 
   54, 0.136283, 0.095085, 0.032311 
   55, 0.136283, 0.082860, 0.032546 
   56, 0.136283, 0.092333, 0.032709 
   57, 0.136283, 0.093060, 0.036124 
   58, 0.136283, 0.095753, 0.033781 
   59, 0.136283, 0.093706, 0.030962 
   60, 0.136283, 0.099310, 0.034428 
   61, 0.136283, 0.104090, 0.029976 
   62, 0.136283, 0.101925, 0.033787 
   63, 0.136283, 0.092358, 0.032763 
   64, 0.136283, 0.089944, 0.029837 
   65, 0.136283, 0.088114, 0.032881 
   66, 0.136283, 0.088932, 0.030810 
   67, 0.136283, 0.088351, 0.031328 
   68, 0.136283, 0.083633, 0.034214 
   69, 0.136283, 0.089743, 0.032447 
   70, 0.136283, 0.085397, 0.037272 
   71, 0.136283, 0.081000, 0.033513 
   72, 0.136283, 0.076205, 0.030228 
   73, 0.136283, 0.079994, 0.032565 
   74, 0.136283, 0.086032, 0.028850 
   75, 0.136283, 0.075582, 0.032416 
   76, 0.136283, 0.076954, 0.033932 
   77, 0.136283, 0.083595, 0.032383 
   78, 0.136283, 0.083861, 0.031063 
   79, 0.136283, 0.080068, 0.033521 
   80, 0.136283, 0.079102, 0.033169 
   81, 0.136283, 0.068137, 0.035980 
   82, 0.136283, 0.071297, 0.040772 
   83, 0.136283, 0.071471, 0.038524 
   84, 0.136283, 0.074675, 0.043887 
   85, 0.136283, 0.089487, 0.036600 
   86, 0.136283, 0.089071, 0.034511 
   87, 0.136283, 0.096471, 0.031994 
   88, 0.136283, 0.094008, 0.034689 
   89, 0.136283, 0.088531, 0.036006 
   90, 0.136283, 0.096362, 0.039610 
   91, 0.136283, 0.099144, 0.032767 
   92, 0.136283, 0.096793, 0.027294 
   93, 0.136283, 0.090724, 0.025908 
   94, 0.136283, 0.082474, 0.025973 
   95, 0.136283, 0.078609, 0.029203 
   96, 0.136283, 0.074815, 0.034058 
   97, 0.136283, 0.085048, 0.040712 
   98, 0.136283, 0.094733, 0.032181 
   99, 0.136283, 0.090916, 0.026683 
  100, 0.136283, 0.074817, 0.025256 
  101, 0.136283, 0.078606, 0.034761 
  102, 0.136283, 0.088363, 0.032613 
  103, 0.136283, 0.087400, 0.029735 
  104, 0.136283, 0.080269, 0.029436 
  105, 0.136283, 0.078665, 0.032764 
  106, 0.136283, 0.081720, 0.033146 
  107, 0.136283, 0.072831, 0.030756 
  108, 0.136283, 0.080743, 0.029435 
  109, 0.136283, 0.071600, 0.028639 
  110, 0.136283, 0.068468, 0.028239 
  111, 0.136283, 0.069386, 0.032144 
  112, 0.136283, 0.080802, 0.041152 
  113, 0.136283, 0.085893, 0.039940 
  114, 0.136283, 0.088071, 0.038350 
  115, 0.136283, 0.096053, 0.032324 
  116, 0.136283, 0.089372, 0.036773 
  117, 0.136283, 0.084583, 0.032656 
  118, 0.136283, 0.099268, 0.035161 
  119, 0.136283, 0.097928, 0.032232 
  120, 0.136283, 0.099703, 0.032215 
  121, 0.136283, 0.089434, 0.035290 
  122, 0.136283, 0.086810, 0.037608 
  123, 0.136283, 0.085492, 0.038896 
  124, 0.136283, 0.087931, 0.035047 
  125, 0.136283, 0.089905, 0.031601 
  126, 0.136283, 0.078181, 0.026779 
  127, 0.136283, 0.076282, 0.029804 
  128, 0.136283, 0.073987, 0.032154 
  129, 0.136283, 0.077563, 0.037957 
  130, 0.136283, 0.088104, 0.036919 
  131, 0.136283, 0.084374, 0.030015 
  132, 0.136283, 0.081380, 0.028158 
  133, 0.136283, 0.079089, 0.025711 
  134, 0.136283, 0.075943, 0.026069 
  135, 0.136283, 0.072758, 0.027981 
  136, 0.136283, 0.074233, 0.024599 
  137, 0.136283, 0.074164, 0.027366 
  138, 0.136283, 0.088271, 0.024073 
  139, 0.136283, 0.085362, 0.028297 
  140, 0.136283, 0.076265, 0.029105 
  141, 0.136283, 0.081175, 0.035779 
  142, 0.136283, 0.075356, 0.031112 
  143, 0.136283, 0.084886, 0.028298 
  144, 0.136283, 0.077050, 0.027576 
  145, 0.136283, 0.067671, 0.027363 
  146, 0.136283, 0.075068, 0.035537 
  147, 0.136283, 0.084619, 0.032273 
  148, 0.136283, 0.088325, 0.031177 
  149, 0.136283, 0.080012, 0.030882 
  150, 0.136283, 0.080820, 0.022815 
  151, 0.136283, 0.078320, 0.027278 
  152, 0.136283, 0.080301, 0.032686 
  153, 0.136283, 0.084715, 0.029459 
  154, 0.136283, 0.083898, 0.029539 
  155, 0.136283, 0.081190, 0.029356 
  156, 0.136283, 0.089632, 0.031347 
  157, 0.136283, 0.087876, 0.033920 
  158, 0.136283, 0.077741, 0.034490 
  159, 0.136283, 0.083646, 0.037307 
  160, 0.136283, 0.097548, 0.033009 
  161, 0.136283, 0.093542, 0.033875 
  162, 0.136283, 0.092894, 0.027810 
